date,title, body, key insights, type, canvas tag, hypotheses feedback
2015-02-02,"In Person Meeting with Sylvia, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 10,"Sylvia is price-driven and suggested:
- coupons
- a clear and refined design",Customer Interview,,
2015-02-03,"In Person Meeting with Stephanie Moldl, Ms., K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Stephanies would like to see more specific driver reviews before she order car services.,Customer Interview,,
2015-02-03,"In Person Meeting with Bethany C, Ms., K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Bethany only knows Uber and Lyft and is reluctant to download other car services apps.  The thing that she didn't like about Ubeer is that she often gets smelly car.,Customer Interview,,
2015-02-02,"In Person Meeting with Michael, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 9,"Michael is a Chinese student and he:
- thinks Uber is not really clear, especially if English is not your first language => we must have a very simple, clear, and objective language
- is afraid to give his credit card number to apps he does not know => we must build a reliable image
- always share rides => our prices/discounts might be significant to make difference for him",Customer Interview,,
2015-02-03,"In Person Meeting with Julie C, ms, K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Julie cares a lot about safety and reliability of the service.  She thinks that the UI is very important.  She also thinks that it's very difficult to get loyalty with car services - she cares a lot about price,Customer Interview,,
2015-02-03,"In Person Meeting with Hiranroy, Ms, K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,"Hiranroy is not very price sensitive, especially at night, sometimes she just wants to get home as soon as possible so she does not care about the price if it's within $10 of difference",Customer Interview,,
2015-01-30,"In Person Meeting with Milaap, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 8,Milaap always compare Uber and Lyft before requesting a cab. He would only use our app consistently if his first experience was positive. Maybe we might give some incentives to the first rides.,Customer Interview,,
2015-02-03,"In Person Meeting with Vincent C, Mr., K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Vincent would like to get a reciept for his ride but he does not like how Uber tracks all his routing information on the reciept,Customer Interview,,
2015-01-30,"In Person Meeting with Aysha, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 7,Aisha thinks that surge prices are unacceptable and would use other services to avoid.,Customer Interview,,
2015-02-03,"In Person Meeting with Spencer, Mr., K",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Spencer only uses Uber because he had difficulties installing other apps on his phone.  He won't use Uber when there is surge charges.  He is interested in using small cab companies if they can provide competitive pricing,Customer Interview,,
2015-01-30,"In Person Meeting with Cassandra, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 6,Cassandra has a short budget and only uses cabs to go to the airport. She loved the idea of comparing prices.,Customer Interview,,
2015-02-03,"In Person Meeting with Shani, Ms., Kellogg",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,"Shani usually uses car services by herself.  She is not very price sensitive, even though she wants to find the cheapest way to get to her destination, but saving time is more important for her.  She would like to have loyalty program with the car service company with discount.",Customer Interview,,
2015-01-30,"In Person Meeting with Allisson, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 5,Allisson is also concerned with her safety. She has a strong brand loyalty to Uber. It will be hard to convince some people to try our app. We must have a very clear strategy around safety.,Customer Interview,,
2015-02-03,"In Person Meeting with Crissa, Ms, Kellogg",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,"Crissa only uses car services when she travels from suburb to downtown, where the public transportation is slow.  She expresses that even though she has heard other car sharing apps, but she only uses Uber, and when she uses it she only car pool with other people.",Customer Interview,,
2015-02-03,"In Person Meeting with Michael Henson, Mr., Kellogg",https://drive.google.com/file/d/0B90KUgvuF22xYjJnemphTUNFT3c/view?usp=sharing,Michael checks both Uber and Lyft and choose whichever is cheaper. He wish that these services could provide fare estimate.,Customer Interview,,
2015-02-02,"In Person Meeting with Michelle, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 4,"Michelle would only use our service if it is cheaper and if there are more drivers available than Uber and Lyft. In order to have a good number of cars available, we must have key partnerships, especially in Evanston -- where apparently there is a shortage of taxis, depending on the area.",Customer Interview,,
2015-02-02,"In Person Meeting with Yimian, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 3,"Yimian is a Chinese student and she is concerned with her safety. After seeing our sketches, she recommended us to have a very well designed system of ratings. She suggested we have features similar to Airbnb.",Customer Interview,,
2015-01-30,"In Person Meeting with Grace, student, NU",https://docs.google.com/a/u.northwestern.edu/sprea...line 2,"She uses Uber and Lyft. Our app has to be good enough to be downloaded. She will still compare our app with Lyft and Uber. Once she had a bad experience with a driver that didn't know where to stop at the airport. Since we are partnering with cab companies, all our drivers might be professional drivers. It might be a competitive advantage.",Customer Interview,,
2015-01-26,"In Person Meeting with Tralon Williams, Student, Northwestern University","We thought if prices were too high to take an Uber people would walk, but Tray says he generally just waits half an hour for them to fall, so different people have different strategies for dealing with surges. Wait times would have to be less than the wait time for surge prices to fall.","Convenience is key -- don't want to download a bunch of apps, look in a lot of places, etc.",Customer Interview,,
2015-01-31,"In Person Meeting with Chris R, Student, Northwestern","Tasks were 1) Find the cheapest cab 2) find the closest cab 3) order a cab of your choice/play around with appInterview:20StudentiOS1-3 times a week, use for airports too$12 average cost2 other people take with himWeekends use serviceUses only UberKnows 303, Uber, LyftProblems include long wait timesLooks for cheapest prices when ordering cabCares about surge charges but still uses them$2-$3 less in order to switchWilling to wait only up to 5 minutesWould use app that aggregates small companies apps","Paper prototype interview:
Easy tasks to complete, but maybe make the sort by ETA and sort by Price on the search page instead of the results page.

Interview:
Seems like everyone so far has heard of Uber and Lyft but not of Sidecar, so potential opportunity here. Would use app if significantly cheaper, but not very price sensitive. Uses to go out and to airport",Customer Interview,,
2015-01-31,"In Person Meeting with Tom Z, Student, Northwestern","Paper Prototype:Tasks were 1) to order the cheapest cab 2) to order the cab with lowest ETA and 3) to order a taxi that you would want to take using this app. The test ran smoothly and was able to order a cab efficiently and correctlyInterview:22Young ProfessionaliOSUses taxi services one to three times a week$20 dollars average cost of rideUses with 2-3 other peopleUse it only on weekendsUses only Uber and sometimes LyftKnows 303, Lyft, UberProblems include long wait timesLooks for cheapest cabsMore than 3 dollars to switchWilling to wait up to 10 minutesWould use app that aggregates small companies apps but only if it is significantly cheaper to do and easy to use","Interview:
Would use it if it were significantly cheaper. Doesn't use cabs often even as young professional (owns car). 

Paper prototype interview:
Thought process was smooth. Interface was like Uber's. Could be clearer on sorting by price and by ETA",Customer Interview,,
2015-01-31,"In Person Meeting with Dan J, Student, Northwestern","21StudentiOSUses taxi or rideshares 2 or 3 times a weekAverage cost is $20-$301 or 2 additional people with him in cabUses in weekends and weekday late nightsUber and occasionally LyftKnows only Uber and Lyft and have downloaded themProblems include no taxis available, long waiting times, and surge chargesLooks for cheapest pricesWould still use it even with surge charges because going with other peopleWould be more than $3 to use new serviceFrom 5-10 minutes waiting timeWould use app that aggregates small companies’ apps only if more available and cheaper",Would use aggregate cab app if cheaper and more available,Customer Interview,,
2015-01-31,"In Person Meeting with John D, Student, Northwestern","Paper Prototype:Task was to 1) request the cheapest cab 2) request the closest cab 3) play around and request a cabInterview21StudentUses iOSUses Uber 1-3 times a week$20-$40 average cost of rideUsually nobody takes a ride with him or 1 other personTakes weekends and sometimes weekdays late nights (Thursday, Friday)Uses UberHeard about Lyft, Dispatch Taxi, Yellow Cab, Uber, LyftNo taxis available, surge charges, long waiting timesLooks for reduced waiting timesUses service even with surge charge because travelling with friendsMore than $3 less to use new serviceWilling to wait 5-10 minutesWould use an app that aggregates services","Interview: Would use app that aggregates companies but only rarely, as Uber surge charge is not that often.

Paper prototype: Got confused on the results page as he did not understand the sorting tabs.",Customer Interview,,
2015-01-31,"In Person Meeting with John Q, Student, Northwestern","22StudentiOSNever uses taxi/rideshare servicesSpends $20 on average, goes to Chicago2 other people take ridesUses on weekendsOnly UberOnly knows UberLooks for cheapest pricesWould still use it in surge pricing, because only use taxi rarely and in important situationsWould be more than $3 to use new cab serviceDoesn’t want to waitWould not use aggregate taxi app","Would not use taxi app, as he does not go out often. Would use Uber in these rare times",Customer Interview,Customer Segments,
